"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","GeoLocation","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1"
2009,2013,"MD","Maryland","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","23",23,NA,NA,22.3,23.7,"Overall","Overall","(39.29058096400047, -76.60926011099963)","24","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"MD","Maryland","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","27",27,NA,NA,26.2,27.9,"Overall","Overall","(39.29058096400047, -76.60926011099963)","24","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"MD","Maryland","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","814",814,NA,NA,NA,NA,"Overall","Overall","(39.29058096400047, -76.60926011099963)","24","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"ME","Maine","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","18.8",18.8,NA,NA,17.6,20.2,"Overall","Overall","(45.254228894000505, -68.98503133599962)","23","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"ME","Maine","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","26.7",26.7,NA,NA,25,28.5,"Overall","Overall","(45.254228894000505, -68.98503133599962)","23","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"ME","Maine","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","181",181,NA,NA,NA,NA,"Overall","Overall","(45.254228894000505, -68.98503133599962)","23","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"MI","Michigan","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.5",22.5,NA,NA,21.9,23,"Overall","Overall","(44.6613195430005, -84.71439026999968)","26","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"MI","Michigan","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","28.4",28.4,NA,NA,27.7,29.1,"Overall","Overall","(44.6613195430005, -84.71439026999968)","26","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"MN","Minnesota","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19.6",19.6,NA,NA,19,20.4,"Overall","Overall","(46.35564873600049, -94.79420050299967)","27","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"MN","Minnesota","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","24.1",24.1,NA,NA,23.2,24.9,"Overall","Overall","(46.35564873600049, -94.79420050299967)","27","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"MN","Minnesota","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","648",648,NA,NA,NA,NA,"Overall","Overall","(46.35564873600049, -94.79420050299967)","27","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"MO","Missouri","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.8",22.8,NA,NA,22.1,23.5,"Overall","Overall","(38.635790776000476, -92.56630005299968)","29","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"MO","Missouri","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","28.5",28.5,NA,NA,27.6,29.3,"Overall","Overall","(38.635790776000476, -92.56630005299968)","29","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"MO","Missouri","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","872",872,NA,NA,NA,NA,"Overall","Overall","(38.635790776000476, -92.56630005299968)","29","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"MS","Mississippi","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","24.1",24.1,NA,NA,23.1,25.2,"Overall","Overall","(32.745510099000455, -89.53803082499968)","28","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"MS","Mississippi","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","27.8",27.8,NA,NA,26.7,29,"Overall","Overall","(32.745510099000455, -89.53803082499968)","28","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"MS","Mississippi","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","426",426,NA,NA,NA,NA,"Overall","Overall","(32.745510099000455, -89.53803082499968)","28","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"MT","Montana","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.9",20.9,NA,NA,19.3,22.6,"Overall","Overall","(47.06652897200047, -109.42442064499971)","30","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"MT","Montana","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","27.5",27.5,NA,NA,25.5,29.7,"Overall","Overall","(47.06652897200047, -109.42442064499971)","30","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"MT","Montana","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","137",137,NA,NA,NA,NA,"Overall","Overall","(47.06652897200047, -109.42442064499971)","30","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"NC","North Carolina","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","21.7",21.7,NA,NA,21.2,22.2,"Overall","Overall","(35.466220975000454, -79.15925046299964)","37","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NC","North Carolina","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.8",25.8,NA,NA,25.1,26.4,"Overall","Overall","(35.466220975000454, -79.15925046299964)","37","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NC","North Carolina","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","1275",1275,NA,NA,NA,NA,"Overall","Overall","(35.466220975000454, -79.15925046299964)","37","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"ND","North Dakota","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19",19,NA,NA,17.2,21,"Overall","Overall","(47.47531977900047, -100.11842104899966)","38","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"ND","North Dakota","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.3",25.3,NA,NA,23,27.8,"Overall","Overall","(47.47531977900047, -100.11842104899966)","38","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"ND","North Dakota","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","86",86,NA,NA,NA,NA,"Overall","Overall","(47.47531977900047, -100.11842104899966)","38","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"NE","Nebraska","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19.8",19.8,NA,NA,18.6,21,"Overall","Overall","(41.6410409880005, -99.36572062299967)","31","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NE","Nebraska","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","24.5",24.5,NA,NA,23.1,26,"Overall","Overall","(41.6410409880005, -99.36572062299967)","31","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NE","Nebraska","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","227",227,NA,NA,NA,NA,"Overall","Overall","(41.6410409880005, -99.36572062299967)","31","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"NH","New Hampshire","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19.6",19.6,NA,NA,18.3,21,"Overall","Overall","(43.65595011300047, -71.50036091999965)","33","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NH","New Hampshire","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.3",25.3,NA,NA,23.6,27.1,"Overall","Overall","(43.65595011300047, -71.50036091999965)","33","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NJ","New Jersey","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","23.4",23.4,NA,NA,22.8,24,"Overall","Overall","(40.13057004800049, -74.27369128799967)","34","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NJ","New Jersey","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","29.7",29.7,NA,NA,29,30.4,"Overall","Overall","(40.13057004800049, -74.27369128799967)","34","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NJ","New Jersey","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","1347",1347,NA,NA,NA,NA,"Overall","Overall","(40.13057004800049, -74.27369128799967)","34","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"NM","New Mexico","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19.9",19.9,NA,NA,18.8,21.1,"Overall","Overall","(34.52088095200048, -106.24058098499967)","35","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NM","New Mexico","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","23.5",23.5,NA,NA,22.2,24.9,"Overall","Overall","(34.52088095200048, -106.24058098499967)","35","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NM","New Mexico","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","246",246,NA,NA,NA,NA,"Overall","Overall","(34.52088095200048, -106.24058098499967)","35","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"NV","Nevada","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","23.1",23.1,NA,NA,22,24.2,"Overall","Overall","(39.493240390000494, -117.07184056399967)","32","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NV","Nevada","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25",25,NA,NA,23.8,26.2,"Overall","Overall","(39.493240390000494, -117.07184056399967)","32","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NV","Nevada","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","338",338,NA,NA,NA,NA,"Overall","Overall","(39.493240390000494, -117.07184056399967)","32","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"NY","New York","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","21.2",21.2,NA,NA,20.9,21.6,"Overall","Overall","(42.82700103200045, -75.54397042699964)","36","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"NY","New York","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","26.6",26.6,NA,NA,26.1,27,"Overall","Overall","(42.82700103200045, -75.54397042699964)","36","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"NY","New York","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","2671",2671,NA,NA,NA,NA,"Overall","Overall","(42.82700103200045, -75.54397042699964)","36","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"OH","Ohio","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","23.3",23.3,NA,NA,22.8,23.8,"Overall","Overall","(40.06021014100048, -82.40426005599966)","39","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"OH","Ohio","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","30",30,NA,NA,29.4,30.6,"Overall","Overall","(40.06021014100048, -82.40426005599966)","39","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"OH","Ohio","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","1772",1772,NA,NA,NA,NA,"Overall","Overall","(40.06021014100048, -82.40426005599966)","39","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"OK","Oklahoma","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","23.2",23.2,NA,NA,22.3,24.1,"Overall","Overall","(35.47203135600046, -97.52107021399968)","40","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"OK","Oklahoma","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","27.6",27.6,NA,NA,26.6,28.7,"Overall","Overall","(35.47203135600046, -97.52107021399968)","40","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"OK","Oklahoma","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","528",528,NA,NA,NA,NA,"Overall","Overall","(35.47203135600046, -97.52107021399968)","40","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"OR","Oregon","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.5",20.5,NA,NA,19.7,21.3,"Overall","Overall","(44.56744942400047, -120.15503132599969)","41","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"OR","Oregon","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","26",26,NA,NA,25,27,"Overall","Overall","(44.56744942400047, -120.15503132599969)","41","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"OR","Oregon","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","508",508,NA,NA,NA,NA,"Overall","Overall","(44.56744942400047, -120.15503132599969)","41","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"PA","Pennsylvania","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.8",22.8,NA,NA,22.3,23.2,"Overall","Overall","(40.79373015200048, -77.86070029399963)","42","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"PA","Pennsylvania","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","31.6",31.6,NA,NA,31,32.2,"Overall","Overall","(40.79373015200048, -77.86070029399963)","42","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"RI","Rhode Island","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19.4",19.4,NA,NA,17.9,21,"Overall","Overall","(41.70828019300046, -71.52247031399963)","44","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"RI","Rhode Island","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.9",25.9,NA,NA,24,27.9,"Overall","Overall","(41.70828019300046, -71.52247031399963)","44","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"RI","Rhode Island","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","141",141,NA,NA,NA,NA,"Overall","Overall","(41.70828019300046, -71.52247031399963)","44","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"SC","South Carolina","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.5",22.5,NA,NA,21.7,23.3,"Overall","Overall","(33.998821303000454, -81.04537120699968)","45","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"SC","South Carolina","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","27.4",27.4,NA,NA,26.4,28.3,"Overall","Overall","(33.998821303000454, -81.04537120699968)","45","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"SC","South Carolina","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","657",657,NA,NA,NA,NA,"Overall","Overall","(33.998821303000454, -81.04537120699968)","45","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"SD","South Dakota","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.1",20.1,NA,NA,18.3,21.9,"Overall","Overall","(44.353130053000484, -100.3735306369997)","46","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"SD","South Dakota","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","26.3",26.3,NA,NA,24.1,28.6,"Overall","Overall","(44.353130053000484, -100.3735306369997)","46","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"SD","South Dakota","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","108",108,NA,NA,NA,NA,"Overall","Overall","(44.353130053000484, -100.3735306369997)","46","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"TN","Tennessee","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.5",22.5,NA,NA,21.8,23.2,"Overall","Overall","(35.68094058000048, -85.77449091399967)","47","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"TN","Tennessee","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","27.3",27.3,NA,NA,26.5,28.1,"Overall","Overall","(35.68094058000048, -85.77449091399967)","47","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"TN","Tennessee","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","897",897,NA,NA,NA,NA,"Overall","Overall","(35.68094058000048, -85.77449091399967)","47","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"TX","Texas","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.7",20.7,NA,NA,20.3,21,"Overall","Overall","(31.827240407000488, -99.42677020599967)","48","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"TX","Texas","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","20.8",20.8,NA,NA,20.4,21.1,"Overall","Overall","(31.827240407000488, -99.42677020599967)","48","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"TX","Texas","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","2685",2685,NA,NA,NA,NA,"Overall","Overall","(31.827240407000488, -99.42677020599967)","48","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"US","United States","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","21.5",21.5,NA,NA,21.4,21.6,"Overall","Overall",NA,"59","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"US","United States","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.8",25.8,NA,NA,25.7,25.9,"Overall","Overall",NA,"59","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"US","United States","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","40923",40923,NA,NA,NA,NA,"Overall","Overall",NA,"59","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"UT","Utah","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.7",20.7,NA,NA,19.6,21.9,"Overall","Overall","(39.360700171000474, -111.58713063499971)","49","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"UT","Utah","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","17.6",17.6,NA,NA,16.6,18.6,"Overall","Overall","(39.360700171000474, -111.58713063499971)","49","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"UT","Utah","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","246",246,NA,NA,NA,NA,"Overall","Overall","(39.360700171000474, -111.58713063499971)","49","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"VA","Virginia","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.2",22.2,NA,NA,21.6,22.8,"Overall","Overall","(37.54268067400045, -78.45789046299967)","51","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"VA","Virginia","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.7",25.7,NA,NA,25,26.4,"Overall","Overall","(37.54268067400045, -78.45789046299967)","51","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"VA","Virginia","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","1059",1059,NA,NA,NA,NA,"Overall","Overall","(37.54268067400045, -78.45789046299967)","51","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"VT","Vermont","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","19.1",19.1,NA,NA,17.2,21.1,"Overall","Overall","(43.62538123900049, -72.51764079099962)","50","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"VT","Vermont","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","25.5",25.5,NA,NA,23.1,28.1,"Overall","Overall","(43.62538123900049, -72.51764079099962)","50","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"VT","Vermont","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","81",81,NA,NA,NA,NA,"Overall","Overall","(43.62538123900049, -72.51764079099962)","50","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"WA","Washington","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.2",20.2,NA,NA,19.5,20.8,"Overall","Overall","(47.52227862900048, -120.47001078999972)","53","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"WA","Washington","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","23.5",23.5,NA,NA,22.8,24.3,"Overall","Overall","(47.52227862900048, -120.47001078999972)","53","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"WA","Washington","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","804",804,NA,NA,NA,NA,"Overall","Overall","(47.52227862900048, -120.47001078999972)","53","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"WI","Wisconsin","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.9",20.9,NA,NA,20.2,21.6,"Overall","Overall","(44.39319117400049, -89.81637074199966)","55","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"WI","Wisconsin","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","26.7",26.7,NA,NA,25.8,27.5,"Overall","Overall","(44.39319117400049, -89.81637074199966)","55","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"WI","Wisconsin","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","767",767,NA,NA,NA,NA,"Overall","Overall","(44.39319117400049, -89.81637074199966)","55","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"WV","West Virginia","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","22.2",22.2,NA,NA,21,23.4,"Overall","Overall","(38.66551020200046, -80.71264013499967)","54","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"WV","West Virginia","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","30.6",30.6,NA,NA,29.1,32.2,"Overall","Overall","(38.66551020200046, -80.71264013499967)","54","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"WV","West Virginia","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","288",288,NA,NA,NA,NA,"Overall","Overall","(38.66551020200046, -80.71264013499967)","54","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"WY","Wyoming","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Age-adjusted Rate","20.2",20.2,NA,NA,18.1,22.6,"Overall","Overall","(43.23554134300048, -108.10983035299967)","56","CAN","CAN5_2","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"WY","Wyoming","Death certificate","Cancer","Cancer of the female breast, mortality","per 100,000","Average Annual Crude Rate","23.9",23.9,NA,NA,21.4,26.6,"Overall","Overall","(43.23554134300048, -108.10983035299967)","56","CAN","CAN5_2","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"WY","Wyoming","Death certificate","Cancer","Cancer of the female breast, mortality",NA,"Average Annual Number","67",67,NA,NA,NA,NA,"Overall","Overall","(43.23554134300048, -108.10983035299967)","56","CAN","CAN5_2","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"AK","Alaska","Statewide central cancer registries","Cancer","Invasive cancer of the cervix, incidence","per 100,000","Average Annual Age-adjusted Rate","7.1",7.1,NA,NA,5.8,8.5,"Overall","Overall","(64.84507995700051, -147.72205903599973)","02","CAN","CAN6_1","AvgAnnAgeAdjRate","OVERALL","OVR"
2009,2013,"AK","Alaska","Statewide central cancer registries","Cancer","Invasive cancer of the cervix, incidence","per 100,000","Average Annual Crude Rate","6.9",6.9,NA,NA,5.7,8.2,"Overall","Overall","(64.84507995700051, -147.72205903599973)","02","CAN","CAN6_1","AvgAnnCrdRate","OVERALL","OVR"
2009,2013,"AK","Alaska","Statewide central cancer registries","Cancer","Invasive cancer of the cervix, incidence",NA,"Average Annual Number","24",24,NA,NA,NA,NA,"Overall","Overall","(64.84507995700051, -147.72205903599973)","02","CAN","CAN6_1","AvgAnnNumbr","OVERALL","OVR"
2009,2013,"AL","Alabama","Statewide central cancer registries","Cancer","Invasive cancer of the cervix, incidence","per 100,000","Average Annual Age-adjusted Rate","8.6",8.6,NA,NA,8.1,9.1,"Overall","Overall","(32.84057112200048, -86.63186076199969)","01","CAN","CAN6_1","AvgAnnAgeAdjRate","OVERALL","OVR"
